Drug,Status,Phase
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Benzylpenicillin,Approved,NA
Tocainide,Approved,NA
Echothiophate,Approved,NA
Echothiophate,Approved,NA
Echothiophate,Approved,NA
Echothiophate,Approved,NA
Praziquantel,Approved,NA
Praziquantel,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Norfloxacin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Amoxicillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Azlocillin,Approved,NA
Oxybutynin,Approved,NA
Oxybutynin,Approved,NA
Oxybutynin,Approved,NA
Oxybutynin,Approved,NA
Oxybutynin,Approved,NA
Acetophenazine,Approved,NA
Isoprenaline,Approved,NA
Isoprenaline,Approved,NA
Isoprenaline,Approved,NA
Isoprenaline,Approved,NA
Isoprenaline,Approved,NA
Melatonin,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Cefditoren,Approved,NA
Glipizide,Approved,NA
Clonazepam,Approved,NA
Clonazepam,Approved,NA
Clonazepam,Approved,NA
Clonazepam,Approved,NA
Clonazepam,Approved,NA
Promethazine,Approved,NA
Promethazine,Approved,NA
Promethazine,Approved,NA
Promethazine,Approved,NA
Promethazine,Approved,NA
Dihydrotachysterol,Approved,NA
Dihydrotachysterol,Approved,NA
Dihydrotachysterol,Approved,NA
Dihydrotachysterol,Approved,NA
Dihydrotachysterol,Approved,NA
Atazanavir,Approved,NA
Diphenhydramine,Approved,NA
Diphenhydramine,Approved,NA
Diphenhydramine,Approved,NA
Diphenhydramine,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Atorvastatin,Approved,NA
Etidronic acid,Approved,NA
Etidronic acid,Approved,NA
Etidronic acid,Approved,NA
Vigabatrin,Approved,NA
Vigabatrin,Approved,NA
Diphenoxylate,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Streptomycin,Approved,NA
Orlistat,Approved,NA
Emedastine,Approved,NA
Emedastine,Approved,NA
Emedastine,Approved,NA
Pilocarpine,Approved,NA
Pilocarpine,Approved,NA
Pilocarpine,Approved,NA
Benzocaine,Approved,NA
Benzocaine,Approved,NA
Benzocaine,Approved,NA
Benzocaine,Approved,NA
Benzocaine,Approved,NA
Benzocaine,Approved,NA
Benzocaine,Approved,NA
Benzocaine,Approved,NA
Primaquine,Approved,NA
Iloprost,Approved,NA
Butenafine,Approved,NA
Butenafine,Approved,NA
Butenafine,Approved,NA
Butenafine,Approved,NA
Dimethyl sulfoxide,Approved,NA
Fluvastatin,Approved,NA
Fluvastatin,Approved,NA
Fluvastatin,Approved,NA
Fluvastatin,Approved,NA
Oxamniquine,Approved,NA
Leflunomide,Approved,NA
Leflunomide,Approved,NA
Rosuvastatin,Approved,NA
Rosuvastatin,Approved,NA
Rosuvastatin,Approved,NA
Rosuvastatin,Approved,NA
Rosuvastatin,Approved,NA
Rosuvastatin,Approved,NA
Rosuvastatin,Approved,NA
Rosuvastatin,Approved,NA
Pimozide,Approved,NA
Capecitabine,Approved,NA
Capecitabine,Approved,NA
Capecitabine,Approved,NA
Quinacrine,Approved,NA
Sertraline,Approved,NA
Sertraline,Approved,NA
Sertraline,Approved,NA
Sertraline,Approved,NA
Sertraline,Approved,NA
Sertraline,Approved,NA
Sibutramine,Approved,NA
Levocabastine,Approved,NA
Methyprylon,Approved,NA
Trilostane,Approved,NA
Heparin,Approved,NA
Heparin,Approved,NA
Heparin,Approved,NA
Heparin,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Miconazole,Approved,NA
Colistimethate,Approved,NA
Colistimethate,Approved,NA
Colistimethate,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Cefuroxime,Approved,NA
Papaverine,Approved,NA
Papaverine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Chlorphenamine,Approved,NA
Nifedipine,Approved,NA
Nifedipine,Approved,NA
Nifedipine,Approved,NA
Trimethaphan,Approved,NA
Trimethaphan,Approved,NA
Atovaquone,Approved,NA
Amiodarone,Approved,NA
Diazoxide,Approved,NA
Diazoxide,Approved,NA
Diazoxide,Approved,NA
Diazoxide,Approved,NA
Diazoxide,Approved,NA
Gliclazide,Approved,NA
Phenacemide,Approved,NA
Phenacemide,Approved,NA
Ambenonium,Approved,NA
Tolbutamide,Approved,NA
Dutasteride,Approved,NA
Econazole,Approved,NA
Econazole,Approved,NA
Econazole,Approved,NA
Econazole,Approved,NA
Econazole,Approved,NA
Bicalutamide,Approved,NA
Rabeprazole,Approved,NA
Rabeprazole,Approved,NA
Rabeprazole,Approved,NA
Rabeprazole,Approved,NA
Rabeprazole,Approved,NA
Rabeprazole,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Prednicarbate,Approved,NA
Proguanil,Approved,NA
Pioglitazone,Approved,NA
Tiludronate,Approved,NA
Carvedilol,Approved,NA
Carvedilol,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Levofloxacin,Approved,NA
Sulfinpyrazone,Approved,NA
Sulfinpyrazone,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefapirin,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Cefadroxil,Approved,NA
Micafungin,Approved,NA
Micafungin,Approved,NA
Micafungin,Approved,NA
Micafungin,Approved,NA
Micafungin,Approved,NA
Doxepin,Approved,NA
Doxepin,Approved,NA
Doxepin,Approved,NA
Doxepin,Approved,NA
Doxepin,Approved,NA
Doxepin,Approved,NA
Doxepin,Approved,NA
Diclofenamide,Approved,NA
Diclofenamide,Approved,NA
Diclofenamide,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Diphenylpyraline,Approved,NA
Cloxacillin,Approved,NA
Cloxacillin,Approved,NA
Cloxacillin,Approved,NA
Cloxacillin,Approved,NA
Cloxacillin,Approved,NA
Cloxacillin,Approved,NA
Cloxacillin,Approved,NA
Cloxacillin,Approved,NA
Flavoxate,Approved,NA
Flavoxate,Approved,NA
Flavoxate,Approved,NA
Flavoxate,Approved,NA
Flavoxate,Approved,NA
Flavoxate,Approved,NA
Nefazodone,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Cefprozil,Approved,NA
Desipramine,Approved,NA
Sertaconazole,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Gemifloxacin,Approved,NA
Bupropion,Approved,NA
Bupropion,Approved,NA
Bupropion,Approved,NA
Bupropion,Approved,NA
Bupropion,Approved,NA
Bretylium,Approved,NA
Bretylium,Approved,NA
Dinoprost Tromethamine,Approved,NA
Dinoprost Tromethamine,Approved,NA
Dinoprost Tromethamine,Approved,NA
Terazosin,Approved,NA
Terazosin,Approved,NA
Calcium Chloride,Approved,NA
Calcium Chloride,Approved,NA
Calcium Chloride,Approved,NA
Calcium Chloride,Approved,NA
Calcium Chloride,Approved,NA
Calcium Chloride,Approved,NA
Calcium Chloride,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Ofloxacin,Approved,NA
Cilostazol,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Itraconazole,Approved,NA
Procarbazine,Approved,NA
Arsenic trioxide,Approved,NA
Arsenic trioxide,Approved,NA
Guanethidine,Approved,NA
Moclobemide,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Kanamycin,Approved,NA
Orphenadrine,Approved,NA
Orphenadrine,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Phenobarbital,Approved,NA
Escitalopram,Approved,NA
Escitalopram,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Cyclizine,Approved,NA
Idarubicin,Approved,NA
Idarubicin,Approved,NA
Chlormezanone,Approved,NA
Podofilox,Approved,NA
Ifosfamide,Approved,NA
Propafenone,Approved,NA
Propafenone,Approved,NA
Propafenone,Approved,NA
Naloxone,Approved,NA
Naloxone,Approved,NA
Naloxone,Approved,NA
Naloxone,Approved,NA
Domperidone,Approved,NA
Fluoxymesterone,Approved,NA
Fluoxymesterone,Approved,NA
Fluoxymesterone,Approved,NA
Fluoxymesterone,Approved,NA
Fluoxymesterone,Approved,NA
Fluoxymesterone,Approved,NA
Fluoxymesterone,Approved,NA
Fluoxymesterone,Approved,NA
Pergolide,Approved,NA
Ciclopirox,Approved,NA
Ciclopirox,Approved,NA
Ciclopirox,Approved,NA
Ciclopirox,Approved,NA
Ciclopirox,Approved,NA
Ciclopirox,Approved,NA
Ciclopirox,Approved,NA
Ciclopirox,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Clindamycin,Approved,NA
Dexfenfluramine,Approved,NA
Oxymorphone,Approved,NA
Oxymorphone,Approved,NA
Oxymorphone,Approved,NA
Oxymorphone,Approved,NA
Acebutolol,Approved,NA
Acebutolol,Approved,NA
Brinzolamide,Approved,NA
Brinzolamide,Approved,NA
Flecainide,Approved,NA
Flecainide,Approved,NA
Estramustine,Approved,NA
Captopril,Approved,NA
Captopril,Approved,NA
Captopril,Approved,NA
Zopiclone,Approved,NA
Bromocriptine,Approved,NA
Bromocriptine,Approved,NA
Bromocriptine,Approved,NA
Bromocriptine,Approved,NA
Rifapentine,Approved,NA
Levetiracetam,Approved,NA
Levetiracetam,Approved,NA
Nadolol,Approved,NA
Nadolol,Approved,NA
Mitoxantrone,Approved,NA
Mitoxantrone,Approved,NA
Mitoxantrone,Approved,NA
Lomustine,Approved,NA
Lomustine,Approved,NA
Sparfloxacin,Approved,NA
Sparfloxacin,Approved,NA
Sparfloxacin,Approved,NA
Sparfloxacin,Approved,NA
Sparfloxacin,Approved,NA
Sparfloxacin,Approved,NA
Sparfloxacin,Approved,NA
Dezocine,Approved,NA
Levobunolol,Approved,NA
Levobunolol,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Clarithromycin,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Ceftriaxone,Approved,NA
Fomepizole,Approved,NA
Fomepizole,Approved,NA
Metipranolol,Approved,NA
Metipranolol,Approved,NA
Finasteride,Approved,NA
Finasteride,Approved,NA
Anastrozole,Approved,NA
Halofantrine,Approved,NA
Dantrolene,Approved,NA
